run_accession,sample_accession,sample_alias,sample_description,first_public,country,scientific_name,fastq_bytes,base_count,read_count,library_name,library_strategy,library_source,library_layout,instrument_platform,instrument_model,study_title,fastq_url,info
SRR1553536,SAMN02952012,G3800,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,67664010;71265176,199395210,987105,G3800.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/006/SRR1553536/SRR1553536_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/006/SRR1553536/SRR1553536_2.fastq.gz']","68 MB, 71 MB files; 1.0 million reads; 199.4 million sequenced bases"
SRR1553541,SAMN02952015,G3807,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,23388640;23873689,70443864,348732,G3807_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/001/SRR1553541/SRR1553541_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/001/SRR1553541/SRR1553541_2.fastq.gz']","23 MB, 24 MB files; 0.3 million reads; 70.4 million sequenced bases"
SRR1553547,SAMN02952018,G3810.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,18512476;18331696,54485056,269728,G3810.1_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/007/SRR1553547/SRR1553547_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/007/SRR1553547/SRR1553547_2.fastq.gz']","19 MB, 18 MB files; 0.3 million reads; 54.5 million sequenced bases"
SRR1553550,SAMN02952019,G3810.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,24986936;26281792,77698896,384648,G3810.2.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/000/SRR1553550/SRR1553550_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/000/SRR1553550/SRR1553550_2.fastq.gz']","25 MB, 26 MB files; 0.4 million reads; 77.7 million sequenced bases"
SRR1553426,SAMN02951957,EM110,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,156165683;174523161,494259458,2446829,EM110.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/006/SRR1553426/SRR1553426_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/006/SRR1553426/SRR1553426_2.fastq.gz']","156 MB, 175 MB files; 2.4 million reads; 494.3 million sequenced bases"
SRR1553552,SAMN02952020,G3814,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,29421537;31184399,84416002,417901,G3814.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/002/SRR1553552/SRR1553552_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/002/SRR1553552/SRR1553552_2.fastq.gz']","29 MB, 31 MB files; 0.4 million reads; 84.4 million sequenced bases"
SRR1553428,SAMN02951958,EM111,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,46711942;48176644,147915308,732254,EM111.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/008/SRR1553428/SRR1553428_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/008/SRR1553428/SRR1553428_2.fastq.gz']","47 MB, 48 MB files; 0.7 million reads; 147.9 million sequenced bases"
SRR1553554,SAMN02952021,G3816,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,30675663;32520790,81734452,404626,G3816.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/004/SRR1553554/SRR1553554_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/004/SRR1553554/SRR1553554_2.fastq.gz']","31 MB, 33 MB files; 0.4 million reads; 81.7 million sequenced bases"
SRR1553561,SAMN02952025,G3820,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,49160010;51505505,155447080,769540,G3820_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/001/SRR1553561/SRR1553561_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/001/SRR1553561/SRR1553561_2.fastq.gz']","49 MB, 52 MB files; 0.8 million reads; 155.4 million sequenced bases"
SRR1553432,SAMN02951960,EM113,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,36110922;36939803,97376524,482062,EM113.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/002/SRR1553432/SRR1553432_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/002/SRR1553432/SRR1553432_2.fastq.gz']","36 MB, 37 MB files; 0.5 million reads; 97.4 million sequenced bases"
SRR1553569,SAMN02952029,G3825.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,34986534;35817066,110180092,545446,G3825.1_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/009/SRR1553569/SRR1553569_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/009/SRR1553569/SRR1553569_2.fastq.gz']","35 MB, 36 MB files; 0.5 million reads; 110.2 million sequenced bases"
SRR1553441,SAMN02951965,EM124.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,34581102;38122466,107291088,531144,EM124.1_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/001/SRR1553441/SRR1553441_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/001/SRR1553441/SRR1553441_2.fastq.gz']","35 MB, 38 MB files; 0.5 million reads; 107.3 million sequenced bases"
SRR1553442,SAMN02951965,EM124.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,69550566;70497774,214233928,1060564,EM124.1.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/002/SRR1553442/SRR1553442_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/002/SRR1553442/SRR1553442_2.fastq.gz']","70 MB, 70 MB files; 1.1 million reads; 214.2 million sequenced bases"
SRR1553453,SAMN02951971,G3676.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,1103336;1123617,3329364,16482,G3676.2_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/003/SRR1553453/SRR1553453_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/003/SRR1553453/SRR1553453_2.fastq.gz']","1 MB, 1 MB files; 0.0 million reads; 3.3 million sequenced bases"
SRR1553457,SAMN02951973,G3677.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,804421;797003,2334110,11555,G3677.2_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/007/SRR1553457/SRR1553457_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/007/SRR1553457/SRR1553457_2.fastq.gz']","804 KB, 797 KB files; 0.0 million reads; 2.3 million sequenced bases"
SRR1553571,SAMN02952030,G3825.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,77489846;84058790,252500808,1250004,G3825.2_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/001/SRR1553571/SRR1553571_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/001/SRR1553571/SRR1553571_2.fastq.gz']","77 MB, 84 MB files; 1.3 million reads; 252.5 million sequenced bases"
SRR1553465,SAMN02951977,G3683.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,17710910;17224062,53126606,263003,G3683.1_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/005/SRR1553465/SRR1553465_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/005/SRR1553465/SRR1553465_2.fastq.gz']","18 MB, 17 MB files; 0.3 million reads; 53.1 million sequenced bases"
SRR1553576,SAMN02952032,G3827,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,26750484;28691171,79472860,393430,G3827.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/006/SRR1553576/SRR1553576_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/006/SRR1553576/SRR1553576_2.fastq.gz']","27 MB, 29 MB files; 0.4 million reads; 79.5 million sequenced bases"
SRR1553467,SAMN02951978,G3686.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,17197073;18527085,56456374,279487,G3686.1_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/007/SRR1553467/SRR1553467_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/007/SRR1553467/SRR1553467_2.fastq.gz']","17 MB, 19 MB files; 0.3 million reads; 56.5 million sequenced bases"
SRR1553580,SAMN02952034,G3831,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,67144918;71576071,212293516,1050958,G3831.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/000/SRR1553580/SRR1553580_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/000/SRR1553580/SRR1553580_2.fastq.gz']","67 MB, 72 MB files; 1.1 million reads; 212.3 million sequenced bases"
SRR1553469,SAMN02951979,G3687.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,2227541;2317710,6095552,30176,G3687.1_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/009/SRR1553469/SRR1553469_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/009/SRR1553469/SRR1553469_2.fastq.gz']","2 MB, 2 MB files; 0.0 million reads; 6.1 million sequenced bases"
SRR1553581,SAMN02952035,G3834,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,8432793;8758852,24620164,121882,G3834_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/001/SRR1553581/SRR1553581_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/001/SRR1553581/SRR1553581_2.fastq.gz']","8 MB, 9 MB files; 0.1 million reads; 24.6 million sequenced bases"
SRR1553472,SAMN02951980,G3707,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,53513387;58736485,156123982,772891,G3707.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/002/SRR1553472/SRR1553472_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/002/SRR1553472/SRR1553472_2.fastq.gz']","54 MB, 59 MB files; 0.8 million reads; 156.1 million sequenced bases"
SRR1553583,SAMN02952036,G3838,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,52520508;55732444,168128236,832318,G3838_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/003/SRR1553583/SRR1553583_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/003/SRR1553583/SRR1553583_2.fastq.gz']","53 MB, 56 MB files; 0.8 million reads; 168.1 million sequenced bases"
SRR1553474,SAMN02951981,G3713.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,105552496;109798545,328967706,1628553,G3713.2.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/004/SRR1553474/SRR1553474_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/004/SRR1553474/SRR1553474_2.fastq.gz']","106 MB, 110 MB files; 1.6 million reads; 329.0 million sequenced bases"
SRR1553592,SAMN02952040,G3846,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,76079285;77718315,233063964,1153782,G3846.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/002/SRR1553592/SRR1553592_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/002/SRR1553592/SRR1553592_2.fastq.gz']","76 MB, 78 MB files; 1.2 million reads; 233.1 million sequenced bases"
SRR1553475,SAMN02951982,G3713.3,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,52968153;55788018,168108036,832218,G3713.3_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/005/SRR1553475/SRR1553475_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/005/SRR1553475/SRR1553475_2.fastq.gz']","53 MB, 56 MB files; 0.8 million reads; 168.1 million sequenced bases"
SRR1553594,SAMN02952041,G3848,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,81684885;86295926,251461922,1244861,G3848.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/004/SRR1553594/SRR1553594_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/004/SRR1553594/SRR1553594_2.fastq.gz']","82 MB, 86 MB files; 1.2 million reads; 251.5 million sequenced bases"
SRR1553477,SAMN02951983,G3713.4,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,63796714;67437697,202541562,1002681,G3713.4_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/007/SRR1553477/SRR1553477_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/007/SRR1553477/SRR1553477_2.fastq.gz']","64 MB, 67 MB files; 1.0 million reads; 202.5 million sequenced bases"
SRR1553488,SAMN02951988,G3735.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,126360381;137236633,394001606,1950503,G3735.2.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/008/SRR1553488/SRR1553488_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/008/SRR1553488/SRR1553488_2.fastq.gz']","126 MB, 137 MB files; 2.0 million reads; 394.0 million sequenced bases"
SRR1553604,SAMN02952046,G3857,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,18864982;18789568,51239926,253663,G3857.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/004/SRR1553604/SRR1553604_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/004/SRR1553604/SRR1553604_2.fastq.gz']","19 MB, 19 MB files; 0.3 million reads; 51.2 million sequenced bases"
SRR1553494,SAMN02951991,G3750.3,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,13380792;13586534,34459180,170590,G3750.3.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/004/SRR1553494/SRR1553494_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/004/SRR1553494/SRR1553494_2.fastq.gz']","13 MB, 14 MB files; 0.2 million reads; 34.5 million sequenced bases"
SRR1553606,SAMN02952047,NM042.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,26221960;26363005,76348122,377961,NM042.1.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/006/SRR1553606/SRR1553606_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/006/SRR1553606/SRR1553606_2.fastq.gz']","26 MB, 26 MB files; 0.4 million reads; 76.3 million sequenced bases"
SRR1553610,SAMN02952049,NM042.3,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,15266538;15301681,44407074,219837,NM042.3.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/000/SRR1553610/SRR1553610_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/000/SRR1553610/SRR1553610_2.fastq.gz']","15 MB, 15 MB files; 0.2 million reads; 44.4 million sequenced bases"
SRR1553498,SAMN02951993,G3758,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,62402773;68354043,186294904,922252,G3758.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/008/SRR1553498/SRR1553498_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/008/SRR1553498/SRR1553498_2.fastq.gz']","62 MB, 68 MB files; 0.9 million reads; 186.3 million sequenced bases"
SRR1564806,SAMN03015696,EM-092,Suspected EVD genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,unidentified virus,48777211;52043610,142532412,705606,EM-092,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/006/SRR1564806/SRR1564806_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/006/SRR1564806/SRR1564806_2.fastq.gz']","49 MB, 52 MB files; 0.7 million reads; 142.5 million sequenced bases"
SRR1553500,SAMN02951994,G3764,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,115469611;124586186,360257304,1783452,G3764.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/000/SRR1553500/SRR1553500_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/000/SRR1553500/SRR1553500_2.fastq.gz']","115 MB, 125 MB files; 1.8 million reads; 360.3 million sequenced bases"
SRR1564810,SAMN03015700,G3666-1B,Suspected EVD genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,unidentified virus,136619420;139191271,384408424,1903012,G3666-1B,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/000/SRR1564810/SRR1564810_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/000/SRR1564810/SRR1564810_2.fastq.gz']","137 MB, 139 MB files; 1.9 million reads; 384.4 million sequenced bases"
SRR1553504,SAMN02951996,G3769.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,42317361;45669759,123181620,609810,G3769.1.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/004/SRR1553504/SRR1553504_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/004/SRR1553504/SRR1553504_2.fastq.gz']","42 MB, 46 MB files; 0.6 million reads; 123.2 million sequenced bases"
SRR1564812,SAMN03015702,G3684-1B,Suspected EVD genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,unidentified virus,40332354;44130172,116657222,577511,G3684-1B,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/002/SRR1564812/SRR1564812_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/002/SRR1564812/SRR1564812_2.fastq.gz']","40 MB, 44 MB files; 0.6 million reads; 116.7 million sequenced bases"
SRR1564820,SAMN03015710,NM-037,Suspected EVD genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,unidentified virus,35531494;38386650,107322600,531300,NM-037,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/000/SRR1564820/SRR1564820_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/000/SRR1564820/SRR1564820_2.fastq.gz']","36 MB, 38 MB files; 0.5 million reads; 107.3 million sequenced bases"
SRR1553505,SAMN02951997,G3769.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,26380137;27812169,80169356,396878,G3769.2_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/005/SRR1553505/SRR1553505_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/005/SRR1553505/SRR1553505_2.fastq.gz']","26 MB, 28 MB files; 0.4 million reads; 80.2 million sequenced bases"
