run_accession,sample_accession,sample_alias,sample_description,first_public,country,scientific_name,fastq_bytes,base_count,read_count,library_name,library_strategy,library_source,library_layout,instrument_platform,instrument_model,study_title,fastq_url,info
SRR1735116,SAMN03254314,SLBOO0386.0,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,132306888;123084400,370226206,1832803,SLBOO0386.0.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/006/SRR1735116/SRR1735116_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/006/SRR1735116/SRR1735116_2.fastq.gz']","132 MB, 123 MB files; 1.8 million reads; 370.2 million sequenced bases"
SRR1735117,SAMN03254182,G5631.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,124144527;118719246,340391008,1685104,G5631.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1735117/SRR1735117_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1735117/SRR1735117_2.fastq.gz']","124 MB, 119 MB files; 1.7 million reads; 340.4 million sequenced bases"
SRR1735119,SAMN03254069,G5013.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,161715969;151281212,437493822,2165811,G5013.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/009/SRR1735119/SRR1735119_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/009/SRR1735119/SRR1735119_2.fastq.gz']","162 MB, 151 MB files; 2.2 million reads; 437.5 million sequenced bases"
SRR1735125,SAMN03254041,G4909.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,125274257;124366878,470745244,2330422,G4909.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735125/SRR1735125_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735125/SRR1735125_2.fastq.gz']","125 MB, 124 MB files; 2.3 million reads; 470.7 million sequenced bases"
SRR1735126,SAMN03254157,G5568.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,92740136;89034708,241282940,1194470,G5568.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/006/SRR1735126/SRR1735126_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/006/SRR1735126/SRR1735126_2.fastq.gz']","93 MB, 89 MB files; 1.2 million reads; 241.3 million sequenced bases"
SRR1735128,SAMN03254265,G5932.3,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,120012309;119433216,456262450,2258725,G5932.3.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735128/SRR1735128_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735128/SRR1735128_2.fastq.gz']","120 MB, 119 MB files; 2.3 million reads; 456.3 million sequenced bases"
SRR1735130,SAMN03254308,SLBO0369.0,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,115889654;111120854,317295742,1570771,SLBO0369.0.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/000/SRR1735130/SRR1735130_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/000/SRR1735130/SRR1735130_2.fastq.gz']","116 MB, 111 MB files; 1.6 million reads; 317.3 million sequenced bases"
SRR1735131,SAMN03254283,G6001.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,71328397;71465294,265908154,1316377,G6001.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/001/SRR1735131/SRR1735131_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/001/SRR1735131/SRR1735131_2.fastq.gz']","71 MB, 71 MB files; 1.3 million reads; 265.9 million sequenced bases"
SRR1735135,SAMN03254053,G4969.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,1448096;1500442,5963848,29524,G4969.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735135/SRR1735135_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735135/SRR1735135_2.fastq.gz']","1 MB, 2 MB files; 0.0 million reads; 6.0 million sequenced bases"
SRR1735137,SAMN03254003,G4718.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,118840159;112655617,312050004,1544802,G4718.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1735137/SRR1735137_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1735137/SRR1735137_2.fastq.gz']","119 MB, 113 MB files; 1.5 million reads; 312.1 million sequenced bases"
SRR1735138,SAMN03254167,G5590.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,64352855;61268195,186675876,924138,G5590.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735138/SRR1735138_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735138/SRR1735138_2.fastq.gz']","64 MB, 61 MB files; 0.9 million reads; 186.7 million sequenced bases"
SRR1735142,SAMN03254279,G5996.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,138385559;144734231,567016828,2807014,G5996.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/002/SRR1735142/SRR1735142_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/002/SRR1735142/SRR1735142_2.fastq.gz']","138 MB, 145 MB files; 2.8 million reads; 567.0 million sequenced bases"
SRR1735143,SAMN03254052,G4960.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,526704048;544720613,2074048534,10267567,G4960.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/003/SRR1735143/SRR1735143_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/003/SRR1735143/SRR1735143_2.fastq.gz']","527 MB, 545 MB files; 10.3 million reads; 2074.0 million sequenced bases"
SRR1735151,SAMN03254247,G5840.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,115783975;109099853,309450668,1531934,G5840.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/001/SRR1735151/SRR1735151_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/001/SRR1735151/SRR1735151_2.fastq.gz']","116 MB, 109 MB files; 1.5 million reads; 309.5 million sequenced bases"
SRR1735154,SAMN03254025,G4849.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,91637141;90868990,341042862,1688331,G4849.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/004/SRR1735154/SRR1735154_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/004/SRR1735154/SRR1735154_2.fastq.gz']","92 MB, 91 MB files; 1.7 million reads; 341.0 million sequenced bases"
SRR1735162,SAMN03254024,G4845.3,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,121808586;116702638,318773170,1578085,G4845.3.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/002/SRR1735162/SRR1735162_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/002/SRR1735162/SRR1735162_2.fastq.gz']","122 MB, 117 MB files; 1.6 million reads; 318.8 million sequenced bases"
SRR1735163,SAMN03254149,G5527.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,77231088;74953856,209297452,1036126,G5527.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/003/SRR1735163/SRR1735163_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/003/SRR1735163/SRR1735163_2.fastq.gz']","77 MB, 75 MB files; 1.0 million reads; 209.3 million sequenced bases"
SRR1735164,SAMN03253994,G4698.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,67791123;67668929,247764312,1226556,G4698.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/004/SRR1735164/SRR1735164_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/004/SRR1735164/SRR1735164_2.fastq.gz']","68 MB, 68 MB files; 1.2 million reads; 247.8 million sequenced bases"
SRR1735165,SAMN03254118,G5364.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,101471807;96983966,270460022,1338911,G5364.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735165/SRR1735165_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735165/SRR1735165_2.fastq.gz']","101 MB, 97 MB files; 1.3 million reads; 270.5 million sequenced bases"
SRR1735166,SAMN03254183,G5634.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,41879567;41054891,118380080,586040,G5634.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/006/SRR1735166/SRR1735166_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/006/SRR1735166/SRR1735166_2.fastq.gz']","42 MB, 41 MB files; 0.6 million reads; 118.4 million sequenced bases"
SRR1735167,SAMN03254187,G5643.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,82351542;79810301,227105368,1124284,G5643.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1735167/SRR1735167_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1735167/SRR1735167_2.fastq.gz']","82 MB, 80 MB files; 1.1 million reads; 227.1 million sequenced bases"
SRR1735169,SAMN03253793,G3896.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,92471201;88624695,243551804,1205702,G3896.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/009/SRR1735169/SRR1735169_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/009/SRR1735169/SRR1735169_2.fastq.gz']","92 MB, 89 MB files; 1.2 million reads; 243.6 million sequenced bases"
SRR1735171,SAMN03254070,G5016.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,84781663;83810320,312176456,1545428,G5016.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/001/SRR1735171/SRR1735171_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/001/SRR1735171/SRR1735171_2.fastq.gz']","85 MB, 84 MB files; 1.5 million reads; 312.2 million sequenced bases"
SRR1735174,SAMN03254131,G5412.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,138556731;131868014,374481134,1853867,G5412.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/004/SRR1735174/SRR1735174_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/004/SRR1735174/SRR1735174_2.fastq.gz']","139 MB, 132 MB files; 1.9 million reads; 374.5 million sequenced bases"
SRR1735179,SAMN03253826,G3940.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,86832020;83952032,228130720,1129360,G3940.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/009/SRR1735179/SRR1735179_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/009/SRR1735179/SRR1735179_2.fastq.gz']","87 MB, 84 MB files; 1.1 million reads; 228.1 million sequenced bases"
SRR1735184,SAMN03254287,G6014.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,96256642;89026159,305218768,1510984,G6014.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/004/SRR1735184/SRR1735184_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/004/SRR1735184/SRR1735184_2.fastq.gz']","96 MB, 89 MB files; 1.5 million reads; 305.2 million sequenced bases"
SRR1735185,SAMN03253995,G4699.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,98609796;99793885,373933714,1851157,G4699.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735185/SRR1735185_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735185/SRR1735185_2.fastq.gz']","99 MB, 100 MB files; 1.9 million reads; 373.9 million sequenced bases"
SRR1735188,SAMN03254034,G4875.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,98275214;96775041,371892504,1841052,G4875.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735188/SRR1735188_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735188/SRR1735188_2.fastq.gz']","98 MB, 97 MB files; 1.8 million reads; 371.9 million sequenced bases"
SRR1735190,SAMN03254271,G5980.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,82858412;78981548,230333732,1140266,G5980.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/000/SRR1735190/SRR1735190_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/000/SRR1735190/SRR1735190_2.fastq.gz']","83 MB, 79 MB files; 1.1 million reads; 230.3 million sequenced bases"
SRR1735195,SAMN03254119,G5370.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,115237707;108896808,309286644,1531122,G5370.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735195/SRR1735195_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735195/SRR1735195_2.fastq.gz']","115 MB, 109 MB files; 1.5 million reads; 309.3 million sequenced bases"
SRR1735197,SAMN03253762,G3821.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,91946176;85794874,288738598,1429399,G3821.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1735197/SRR1735197_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1735197/SRR1735197_2.fastq.gz']","92 MB, 86 MB files; 1.4 million reads; 288.7 million sequenced bases"
SRR1735203,SAMN03254155,G5565.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,164191505;155807037,455396476,2254438,G5565.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/003/SRR1735203/SRR1735203_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/003/SRR1735203/SRR1735203_2.fastq.gz']","164 MB, 156 MB files; 2.3 million reads; 455.4 million sequenced bases"
SRR1735206,SAMN03254270,G5977.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,179785494;177273942,687854440,3405220,G5977.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/006/SRR1735206/SRR1735206_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/006/SRR1735206/SRR1735206_2.fastq.gz']","180 MB, 177 MB files; 3.4 million reads; 687.9 million sequenced bases"
SRR1735208,SAMN03254065,G4999.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,123364588;125446584,452787444,2241522,G4999.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735208/SRR1735208_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735208/SRR1735208_2.fastq.gz']","123 MB, 125 MB files; 2.2 million reads; 452.8 million sequenced bases"
SRR1735210,SAMN03254087,G5112.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,181981660;170355479,509584592,2522696,G5112.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/000/SRR1735210/SRR1735210_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/000/SRR1735210/SRR1735210_2.fastq.gz']","182 MB, 170 MB files; 2.5 million reads; 509.6 million sequenced bases"
SRR1735216,SAMN03254042,G4929.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,145199709;137656440,390979080,1935540,G4929.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/006/SRR1735216/SRR1735216_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/006/SRR1735216/SRR1735216_2.fastq.gz']","145 MB, 138 MB files; 1.9 million reads; 391.0 million sequenced bases"
SRR1735220,SAMN03254051,G4956.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,173779270;172420514,674841196,3340798,G4956.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/000/SRR1735220/SRR1735220_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/000/SRR1735220/SRR1735220_2.fastq.gz']","174 MB, 172 MB files; 3.3 million reads; 674.8 million sequenced bases"
SRR1735225,SAMN03254190,G5649.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,141774589;136073491,394932826,1955113,G5649.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735225/SRR1735225_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735225/SRR1735225_2.fastq.gz']","142 MB, 136 MB files; 2.0 million reads; 394.9 million sequenced bases"
SRR1735226,SAMN03254018,G4763.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,75479971;75319620,279585170,1384085,G4763.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/006/SRR1735226/SRR1735226_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/006/SRR1735226/SRR1735226_2.fastq.gz']","75 MB, 75 MB files; 1.4 million reads; 279.6 million sequenced bases"
SRR1735228,SAMN03254011,G4733.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,73668345;73457728,277844132,1375466,G4733.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735228/SRR1735228_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735228/SRR1735228_2.fastq.gz']","74 MB, 73 MB files; 1.4 million reads; 277.8 million sequenced bases"
SRR1735233,SAMN03254242,G5796.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,81200273;77277153,222531886,1101643,G5796.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/003/SRR1735233/SRR1735233_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/003/SRR1735233/SRR1735233_2.fastq.gz']","81 MB, 77 MB files; 1.1 million reads; 222.5 million sequenced bases"
SRR1735238,SAMN03254048,G4950.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,151594427;150388827,585171376,2896888,G4950.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735238/SRR1735238_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735238/SRR1735238_2.fastq.gz']","152 MB, 150 MB files; 2.9 million reads; 585.2 million sequenced bases"
